Name;Address;Zip;City;Phone;Fax;E-Mail;URL
Höhns Bau GmbH & Co. KG Hochbau;Habberg 31,;27386;Bothel;04266 93 10-0;;;http://www.Hoehns-Bau.de
GK Hochbau GmbH;Heinz-Fehling-Str. 4,;27383;Scheeßel;01522 4 36 09 25;;;
Jäger Hochbau GmbH;Im Weddel 5A,;27574;Bremerhaven-Geestemünde;0471 98 21 07 86;;;
Hasselbring Ernst GmbH & Co. KG Baustoff- und Holzgroßhandel Baufachzentrum;Jan-Grön-Str. 7,;27576;Bremerhaven-Lehe;0471 90 20 78-0;;;http://www.baufachzentrum-hasselbring.de
Wübben + Co. Bauunternehmen GmbH;Zur Siedewurt 17,;27612;Loxstedt;0471 97 44 70;;info@wuebben.de;http://www.wuebben.de
Matthäi Bauunternehmen GmbH & Co. Betriebs-KG Zweigniederlassung Bremervörde;Gnarrenburger Str. 195,;27432;Bremervörde;04761 99 90;;bremervoede@matthaei.de;http://www.matthaei.de
Joachim Tiesler Hoch- u. Tiefbau GmbH & Co. KG;Hafenstr. 9,;26931;Elsfleth;04404 9 21 00;;info@tiesler-bau.de;http://www.tiesler-bau.de
Baumeister Wilhelm Lüdke Hoch- u. Tiefbau;Meyerstr. 55,;27472;Cuxhaven;04721 60 07-0;;;http://www.luedke-bau.de
Wiesehan GmbH und Co KG;Logedamm 2,;27432;Oerel;04765 2 77;;info@wiesehan-bau.de;http://www.wiesehan-bau.de
ATRO Wohnbau GmbH;Zwickauer Str. 12,;09306;Rochlitz;03737 79 11 50;;info@htb-rochlitz.de;http://www.htb-rochlitz.de
Schmidt Thomas;Liebigstr. 18,;08056;Zwickau-Schedewitz;0178 5 49 67 35;;Werterhaltungs-service@web.de;
Hausmann Rene Baumanagement;Elisabeth-Reichelt-Weg 48,;09116;Chemnitz-Schönau;0173 2 51 92 13;;rh-baumanagement@email.de;
SBH Hoch- und Ausbau GmbH;Max-Jehn-Str. 22,;04639;Gößnitz;034493 72 72 70;;info@sbh-ausbau.de;http://www.sbh-ausbau.de
Phoenix Bau Mülsen GmbH Hoch- und Tiefbau;Gartenstr. 43,;08132;Mülsen-Mülsen St Jacob;037601 3 08-0;;phoenix-bau-muelsengmbh@t-online.de;
Funke Andre';Bergstr. 37,;04626;Schmölln;;;;
Thiel Klaus Ausbau und Hochbau GmbH;Katharinaberger Weg 16,;09548;Kurort Seiffen/Erzgeb.;;;k.thiel.gmbh@t-online.de;http://www.klaus-gruppe.de
Nerger Hochbau GmbH;St. Jacober Hauptstr. 64,;08132;Mülsen-Mülsen St Jacob;037601 2 03 34;;info@hochbau-nerger.de;https://www.hochbau-nerger.de/
Baugeschäft Jörg Steffens Maurermeister Hochbau;Hubertusstr. 76A,;08280;Aue-Bad Schlema;;;;
Scharnagl Wolfgang GmbH Hoch- und Tiefbau;Gewerbering 49,;09456;Annaberg-Buchholz;03733 56 07-0;;annaberg@scharnagl.de;https://www.scharnagl.de
AIA Aue GmbH;Wasserstr. 15,;08280;Aue;03771 15 90;;aia-tiefbau@t-online.de;http://www.aia-gmbh.de
BG Bau & SCHICO ELT GmbH;Teichgasse 10,;08396;Waldenburg;037608 2 11 02;;info@schicoelt.de;http://www.schicoelt.de
MM Bauunternehmen;Wettinerstr. 73,;08412;Werdau-Leubnitz;03761 1 82 70;;info@mm-bau.biz;http://www.mm-bau.biz
HAG Hoch-u. Ausbaugesellschaft Waldheim mbH;Gebersbacher Str. 2a,;04736;Waldheim;034327 9 03 38;;info@hag-waldheim.de;http://www.hag-waldheim.de
BHS Bau Reichenbach GmbH;Bachgasse 2,;08468;Reichenbach;03765 71 90 77;;bhsbau@t-online.de;https://www.bhs-bau-reichenbach.de/
Bauunternehmen Schubert;Kirchberger Str. 110 B,;08112;Wilkau-Haßlau;0375 6 06 86 22;;info@schubert-bau.com;https://www.schubert-bau.com/
Rülke Bauunternehmen;Am Bahnhof 18,;09600;Oberschöna;037321 52 62;;ruelke-bau@t-online.de;http://www.ruelke-bau.de
Barth Bau;Oststr. 40,;08280;Aue;03771 2 03 77;;d.barth74@web.de;https://sellwerk.de/firmenprofil/barth-karl-heinz-barth-bau
Baureparaturen Mülsen GmbH;Teichstr. 7,;08132;Mülsen-Stangendorf;037601 26 22;;info@baureparaturenmuelsen.de;http://www.baureparaturenmuelsen.de
Allround-Service Gebauer & Notheisz GbR;Ferdinandstr. 4,;08060;Zwickau-Marienthal;0375 57 97 27;;info@allround-service-zwickau.de;http://www.allround-service-zwickau.de
EST Spezial-Technik GmbH;Fröndenberger Str. 7,;04746;Hartha;034328 6 60 06-0;;;http://www.est-unternehmen.de/
RHG Langenhessen eG;Dammweg 26,;08371;Glauchau;03763 6 00 60;;info4@rhg-24.de;https://www.rhg-24.de/
Löwe & Schulz Bauunternehmung GmbH;Glashüttenstr. 4,;01623;Lommatzsch;035241 5 22 28;;ls.bau@online.de;http://www.loeweundschulz.de
GTS Geithainer Tief- und Straßenbau GmbH;Bergstr. 31,;04654;Frohburg-Frankenhain;01525 6 65 72 55;;;http://www.gtsfrankenhain.de
Kies-Sand-Service Zwickau GmbH;Reinsdorfer Straße 29,;08066;Zwickau;0375 81 83 30;;info@kiessand.de;https://www.kiessand.de
RHG Langenhessen eG;Badener Straße 23,;08393;Meerane;03764 26 12;;info5@rhg-24.de;https://www.rhg-24.de/
ARLT Bauunternehmen GmbH;Hauptstr. 41A,;04654;Frohburg-Frankenhain;034341 4 64-0;;;http://www.arlt-bau.de
RHG Langenhessen eG;Gartenstraße 18,;08451;Crimmitschau;03762 9 12 44;;info3@rhg-24.de;https://www.rhg-24.de/
Voigt Bruno;Aschershain 4,;04746;Hartha-Aschershain;034328 3 86 02;;;https://www.apotheketorgau.de
RHG Langenhessen eG;Seelingstädter Straße 2,;08412;Werdau;03761 8 00 60;;info1@rhg-24.de;https://www.rhg-24.de/
Bauen mit System GmbH & Co. KG;Schulstr. 8,;04617;Rositz;034498 80 23 34;;Info@bauenmitsystem.com;https://www.bauenmitsystem.com
Blase Bau GmbH;Greizer Str. 18,;07987;Mohlsdorf-Teichwolframsdorf;03661 4 21 54;;blase-bau@t-online.de;http://www.blasebau.de
FLORACK Bauunternehmung GmbH;Gewerbegebiet Eula West 12,;04552;Borna-Eula;03433 24 39-0;;;http://www.florack.de
Grimma Bauunternehmer GmbH;Wallgraben 9,;04668;Grimma;0176 63 76 91 24;;;https://grimma-bauunternehmer.com/
HKU Bau GmbH;Grauschwitzer Str. 6.,;04769;Mügeln;034362 3 25 24;;;http://www.neue-hku-bau.de
Pohle Bau GmbH;Schloßstr. 3,;04575;Neukieritzsch-Lobstädt;03433 90 24 41;;;http://www.pohle-bau.de/
Stammberger GmbH;Mönchrödener Str. 29,;96472;Rödental-Mönchröden;09563 9 00 33;;info@stammberger-bau.de;https://www.stammberger-bau.de/
Strobel GmbH & Co. KG;Glender Str. 25,;96450;Coburg-Neuses;09561 8 55 30;;info@strobelbau.com;http://www.strobelbau.com
FTO Fertigteilwerk Obermain GmbH;Industriestr. 1,;96275;Marktzeuln-Horb;09574 3 37-0;;info@fto-fertigteilwerk.de;http://www.fto-fertigteilwerk.de
Kittner & Weber Ingenieurbüro GmbH;Herzogstr. 7,;96242;Sonnefeld;09562 9 80 09-0;;info@kittner-weber.de;http://www.kittner-weber.de
Seufert Matthias Planungsbüro für Hochbau;Am Spahngraben 1,;97631;Bad Königshofen i.Grabfeld-Althausen;09761 39 63 96;;;
Frank Dressel Bauunternehmen GmbH;Kreuzwehrstr. 15,;96450;Coburg;09561 32 98 07;;frank-dressel-gmbh@gmx.de;https://www.dressel-bau-coburg.de
Weidmann Thomas Planungsbüro für Hochbau;Eller 2A,;97633;Herbstadt;09761 39 48 22;;info@planen-bauen-weidmann.de;http://www.planen-bauen-weidmann.de
H&P Hochbau und Planungsbüro Dr.-Ing. Schulz;Stromstr. 13,;03046;Cottbus-Mitte;0355 42 21 54;;;http://www.planungsbuero-cottbus.de
HBM Hochbau+ Montagen GmbH;Dresdener Str. 98,;03238;Finsterwalde;03531 6 07 65 67;;info@hbm-gmbh.net;http://www.hbm-gmbh.net
Galke Matthias Büro für Hochbauplanung;Kegeldamm 4,;03149;Forst (Lausitz);03562 77 18;;;http://www.matthias-galke.de
Schütz Bau- und Dienstleistungen Hoch- und Tiefbau;Dresdener Chaussee 38,;03130;Spremberg-Schwarze Pumpe;03564 31 60 64;;;
Friedrich Uve Ingenieur für Hochbau;Albert-Schweitzer-Str. 9,;03050;Cottbus-Sachsendorf;0355 52 23 61;;;
WKB Hochbau Beeskow GmbH;Charlottenhof 10b,;15848;Beeskow;03366 5 20 14 40;;;
LECO Beteiligungs-Management GmbH & Co. Industrieservice KG;Schäfereistr. 25,;03130;Spremberg-Schwarze Pumpe;03564 39 70-0;;info@LECO-industrieservice.de;http://www.leco-industrieservice.de
Bauunternehmen Sieben GmbH;August-Bebel-Str. 47,;03046;Cottbus-Mitte;0355 79 70 70;;;
Menzel Marion Ing. für Hochbau;Wußna 31A,;03226;Vetschau/Spreewald-Laasow;035436 4 50 05;;;
HTS Hoch-, Tief- und Stahlbetonbau GmbH Boblitz (Spreewald);Calauer Str. 2,;03222;Lübbenau/Spreewald-Boblitz;03542 89 31 37;;info@hts-boblitz.de;http://www.hts-boblitz.de
Ferizovic Hoch& Tiefbau;Espenstr. 8,;64560;Riedstadt-Wolfskehlen;0151 63 79 86 32;;ferizovic88@outlook.de;
Implenia Hochbau GmbH;Am Prime-Parc 1,;65479;Raunheim;06142 8 73 75 00;;frankfurt.hochbau@implenia.com;https://implenia.com/de-de/hochbau/
Beer Thomas TBBau Hoch + Betonbau;Ginsheimer Str. 12,;65428;Rüsselsheim am Main;06142 2 30 97 12;;tbbau@web.de;
ROMOTECH GmbH Hoch  und Tiefbau;Hugenottenallee 120,;63263;Neu-Isenburg;06102 8 12 63 91;;info@romotech.de;http://www.romotech.de
Lim Hoch- u. Tiefbau GmbH;Darmstädter Str. 68,;64572;Büttelborn;06152 80 77 70;;;
Horozovic-bau;Masurenweg 12,;65428;Rüsselsheim am Main;0152 34 11 96 12;;horozovic.bau@gmail.com;http://horozovic-bau.de
Schnell Hochbau GmbH;Rödelheimer Landstr. 75-85,;60487;Frankfurt am Main;069 36 70 79 36;;info@schnell-hochbau.de;http://www.schnell-hochbau.de
SAM Hochbau Planungs GmbH Architekturbüro;Im Fronhof 16,;64832;Babenhausen;06073 6 46 06;;info@s-am.eu;http://www.s-am.eu
Eugen Hofmann Hochbau Tiefbau Ingenieurbau GmbH Bauunternehmung;Kurmainzer Str. 39,;65929;Frankfurt am Main-Höchst;069 30 40 57;;info@eugen-hofmann.de;http://www.eugen-hofmann.de
Cromm GmbH Innenausbau u. Hochbau;Emmerich-Josef-Str. 50,;65929;Frankfurt am Main-Höchst;069 31 34 43;;info@cromm-gmbh.de;http://www.cromm-gmbh.de
KIRSCH Hochbau GmbH & Co. KG Bauunternehmen;Hinterm Waldcasino 5,;63762;Großostheim-Ringheim;06026 70 09 60;;;
Zech Hochbau;Westerbachstr. 110,;65936;Frankfurt am Main-Sossenheim;069 97 90 10;;info@zech-hochbau.de;http://www.zech-hochbau.de
Kusan Hochbau GmbH Trockenbau;Königsteiner Str. 136-138,;65929;Frankfurt am Main-Unterliederbach;069 4 60 94 58 50;;info@kusan-gmbh.de;http://www.kusan-gmbh.de
NP Hochbau GmbH;Heinrichstr. 9,;60327;Frankfurt am Main-Gallus;0176 43 27 37 65;;nphochbau@gmail.com;http://www.nphochbau.com
Americo De Melo Moreira Hochbau Fliesenlegerei Maurerarbeiten etc.;Gaustr. 17,;55116;Mainz-Altstadt;0151 52 51 99 05;;;
Snezana Milosavljevic SDM Kabelverlegung im Hochbau;Kölner Str. 74,;60327;Frankfurt am Main-Gallus;069 95 01 65 89;;;http://www.sdmelektro.de
Zang + Schwind Ingenieur u. Planungsbüro Hochbau;Erlengrund 9,;63773;Goldbach;06021 15 09 90;;planung@zang-schwind.de;
Wolfgang Aßmuß Hochbau GmbH;Güterhallenstr. 27,;67549;Worms-Neuhausen;06241 59 13 66;;anette.assmuss@t-online.de;http://assmuss-bau.de
Costel Butnaru Kabelverleger im Hochbau;Limesstr. 23,;65191;Wiesbaden-Bierstadt;0170 6 20 88 15;;;
Wolfgang Aßmuß Hochbau GmbH;Güterhallenstr. 27,;67549;Worms;;;;
Hain Bau GmbH Hochbau;Birkenhain 4,;63776;Mömbris-Daxberg;;;;
Stalder-König Planungsbüro für Hochbau;Lindesheimer Str. 5,;67246;Dirmstein;06238 34 89;;webmaster@planungsbuero-sk.de;http://www.planungsbuero-sk.de
DM Hochbau UG;Aschaffstr. 8,;63773;Goldbach;06021 7 93 50 91;;info@dm-Hochbau.de;http://www.dm-hochbau.de/
AGI Hochbau GmbH;Goldbacher Str. 100,;63741;Aschaffenburg-Innenstadt;06021 45 90 00;;mail@agi-gruppe.de;http://www.agi-gruppe.de
Rachor Klaus Dipl.-Ing. Architekt Planungsbüro für Hochbau;Am Feldrain 1,;63741;Aschaffenburg-Strietwald;06021 41 12 95;;;
Ünal Kavakli Kabelverleger im Hochbau;Schiersteiner Str. 9,;65187;Wiesbaden-Rheingauviertel, Hollerborn;0611 13 75 67 39;;;
Hochbau Werk Hoch & Tiefbau;Wilhelmsfelder Str. 76-1,;69118;Heidelberg-Ziegelhausen;06221 3 54 40 35;;;http://www.hochbauwerk.de
CAD-Bauzeichnungsbüro-Hochbau;Kiedricher Str. 12,;55218;Ingelheim am Rhein;06132 8 73 97;;;
Stadtverwaltung Stadt Aschaffenburg;Dalbergstr. 15,;63739;Aschaffenburg-Innenstadt;06021 3 30-0;;stadt-aschaffenburg@aschaffenburg.de;http://www.aschaffenburg.de
Tomasz Krakowski Kabelverleger im Hochbau Krak Elektro;Orchideenstr. 14,;65232;Taunusstein-Neuhof;0176 22 88 53 57;;;
Amberg A. Hochbau GmbH;Am Weizenbach,;63825;Schöllkrippen;06024 67 27-0;;;
Stürmer Andreas Planungsbüro für Hochbau;Schulstr. 4,;63768;Hösbach-Rottenberg;06024 63 56 98;;andreas_stuermer@t-online.de;
Valentin Noll GmbH;Horchheimer Str. 19,;67547;Worms-Innenstadt;06241 93 14 30;;kontakt@noll-worms.de;http://www.noll-worms.de
Jakob Schumacher oHG;Werner-von-Siemens-Str. 10,;64683;Einhausen;06251 5 24 13;;jakobschumacher@t-online.de;
Baugesellschaft Michael Busch mbH;Nordenstadter Str. 7,;65207;Wiesbaden-Igstadt;0611 4 47 83 65;;info@bau-mit-busch.de;http://www.bau-mit-busch.de
Karl Zahnleiter Hoch- und Tiefbau GmbH;Heinestr. 10,;63839;Kleinwallstadt;06022 6 58 00;;buero@zahnleiter.com;https://www.zahnleiter.com
Lofi-Bau GmbH;Am Lemmchen 27,;55120;Mainz-Mombach;06131 97 09 00;;info@lofibau.de;http://www.lofibau.de
WS-Hausbau;Am Dammacker 9,;64560;Riedstadt;06158 9 17 93 20;;r.kwiasowski@ws-hausbau.de;http://www.ws-hausbau.de
Horn Bauunternehmen GmbH;Nahestr. 3,;55283;Nierstein;06133 56 88;;ch.horn@horn-bauunternehmen-gmbh.de;
Feick Bauunternehmen GmbH;Weidenbornstr. 8a,;65189;Wiesbaden-Südost;0611 7 90 12 44;;info@feick-bau.de;http://www.feick-bau.de
WIMA Haus GmbH;Dekan-Laist-Str. 3,;55129;Mainz-Hechtsheim;0172 2 88 77 33;;masallah.ay@gmx.de;http://www.wima-haus.de
M.Shala.Bau;Holzweg 5,;65205;Wiesbaden-Nordenstadt;0162 2 77 82 69;;m-shala@hotmail.de;
DHT - geschlossen;Friedrich-Ludwig-Jahn-Straße 22-24,;64589;Stockstadt/Rhein;06158 9 90 50;;stockstadt@dht.de;https://baustoffe.rw.net/dht
Renta;Goethestr. 16,;55294;Bodenheim;06135 95 12 92;;rentawurm@t-online.de;http://www.renta-immobilien.com
Schäfer III. GmbH & Co. KG Bauuntern.;Am Winkelgraben 12,;64584;Biebesheim am Rhein;06258 8 00 90;;info@schaefer-drei-bau.de;http://www.schaefer-drei-bau.de
Grohmann Bau-GmbH Bauunternehmen;Sudetenstr. 48,;64584;Biebesheim am Rhein;06258 77 30;;grohmann-bau@online.de;http://www.grohmann-bau.de
Dessloch A.;Am Fürstenweiher 1,;69118;Heidelberg-Ziegelhausen;06221 80 03 07;;buero@dessloch-bau.de;http://www.dessloch-bau.de
Frisch Gert;Pfaugasse 30,;55276;Oppenheim;0173 9 75 69 79;;;
Meyer Claudia;Kautzbrunnenweg 22,;55276;Oppenheim;06133 93 38 46;;meyer.bicko@t-online.de;
Bode Hoch- und Tiefbau GmbH & Co. KG;Riedstr. 5,;68649;Groß-Rohrheim;06245 9 44 05 79;;info@bode-baugeschaeft.de;https://bode-baugeschaeft.de
Deigmöller Dirk Bernd Dipl.-Ing. (FH);Silvanerweg 9,;55283;Nierstein;06133 9 24 96 46;;dirk.deigmoeller@yahoo.de;
Munstein & Munstein Partnerschaft Bausachverständigenbüro;Philipp-Kreißler-Str. 6b,;67583;Guntersblum;06249 6 74 02 30;;info@munstein.com;http://www.munstein.com
Neeb Dieter;Kornstr. 15,;68649;Groß-Rohrheim;06245 56 42;;info@baugeschaeft-neeb.de;http://www.baugeschaeft-neeb.de
Jacobi Holzbau GmbH;An der Fahrt 11,;55124;Mainz-Gonsenheim;06131 4 30 11;;hofmann@dach-mainz.de;http://www.dach-mainz.de
Köbig J. N. GmbH Baustoffgroßhandel;Forsthausstr. 10,;68642;Bürstadt;06206 9 88 20;;buerstadt@koebig.de;http://www.koebig.de
Franz Sascha;Mombacher Str. 15,;55257;Budenheim;06139 29 10 86;;;
Hieronimus Bauunternehmung und Sanierungsbau GmbH;Heinrich-von-Brentano-Str. 6,;55130;Mainz-Weisenau;06131 8 20 44;;info@hieronimus-bau.de;http://www.hieronimus-bau.de
Landhaus Bauen & Wohnen GmbH;Odenwaldstr. 7,;55129;Mainz-Hechtsheim;06131 6 69 12 00;;landhaus-bauen@t-online.de;https://www.landhaus-bauen-wohnen.de
Merz Heinz;Bienerstr. 37,;65719;Hofheim am Taunus;06192 89 76;;;
BAUINST GmbH;Obernhainer Weg 7,;61273;Wehrheim;06081 9 85 90 65;;info@bauinst.de;http://www.bauinst.de
Wilms GmbH & Co. KG;Wingertsfeldstr. 7,;68642;Bürstadt;06206 63 56;;info@wilms-bau.de;
Stein;Wilhelm-Maybach-Str. 16,;55129;Mainz;06131 2 50 98 25;;;
Ries+Ries;Ritterstr. 12,;55131;Mainz-Oberstadt;06131 6 27 28 75;;;http://www.ries-ries.de
Energe Sp. z o.o.;Johann-Walter-Str. 2,;68623;Lampertheim-Hüttenfeld;06256 8 59 67 70;;energe@t-online.de;http://www.energe.pl/de
Urban Frank Dipl.-Ing. (FH);Turmstr. 18A,;65205;Wiesbaden;06122 88 60;;frank@urban-architekt.de;http://www.urban-architekten.net
Singra Bau GmbH;Kurfürstenstr. 32,;55118;Mainz-Neustadt;06131 6 27 88 92;;;
Vatter Jürgen;Höhenstr. 16,;67574;Osthofen;06242 49 52;;;
Augustyn Architekten;Wiesenstr. 11,;55127;Mainz-Marienborn;06131 33 84 73;;augustyn@t-online.de;
Fricke Günter;Alte Wormser Str. 1,;68623;Lampertheim;06241 2 58 96;;;
Collet Thomas;Josefsstr. 12,;55118;Mainz;06131 60 42 51;;;
Menges Heinrich GmbH;Behringstr. 11,;68623;Lampertheim;06206 29 75;;hmengesgmbh@t-online.de;http://www.menges-bauunternehmung.de
Steyer Ralf;Im Herrnwald 11,;65779;Kelkheim (Taunus);06195 90 25 96;;info@lvs-hessen.de;http://www.lvs-hessen.de
S + P;Parkstr. 52,;65812;Bad Soden am Taunus;06196 2 80 18;;info@sundp-architekten.de;http://www.sundp-architekten.de
architraktion Architekturbüro;Im Wiesbein 23,;55268;Nieder-Olm;06136 8 14 89 10;;mail@architraktion.com;http://www.architraktion.com
Eisenlohr + Partner Architekturbüro;Kämmererstr. 42,;67547;Worms-Innenstadt;06241 60 03;;sekretariat@eisenlohr-partner.de;http://www.eisenlohr-partner.de
Team Bau GmbH;Kreuzberger Ring 44A,;65205;Wiesbaden;0611 9 44 66 19;;kontakt@teambau-wiesbaden.de;https://www.teambau-wiesbaden.de/
Jacek Sobiegraj;Gundelhardtstraße 2,;65779;Kelkheim (Taunus);01578 1 07 38 98;;patwikagnieszka1@web.de;https://www.blauarbeit.de/bodenleger/branchenbuch/kelkheim-taunus/jacek-sobiegraj
Asgari Mehrdad Dipl.-Ing. (FH);Gonsbachblick 40,;55122;Mainz;06131 9 06 01 50;;mail@ib-asgari.de;http://www.ib-asgari.de
Hying Klaus Dr. Gutachter für Photovoltaikanlagen;Marktplatz 21,;67547;Worms-Innenstadt;06241 3 69 40 88;;;
Bernhard Usinger Baugesellschaft mbH Bauunternehmen;Dingesweg 16,;65779;Kelkheim (Taunus);06195 6 28 37;;info@usinger-bau.de;http://www.usinger-bau.de
Daquino Bau GmbH;Große Fischerweide 36,;67547;Worms-Innenstadt;06241 20 69 01;;daquino-bau@web.de;
Studio Hammer Schwiderski;Wallstr. 88,;55122;Mainz;06131 6 36 73 10;;info@studiohs.de;http://www.studiohs.de
Heberger Hoch-, Tief- und Ingenieurbau GmbH;Nestlestr. 41,;55120;Mainz;06131 96 26 00;;hebau.mainz@heberger.de;http://www.heberger.com
TSM Bau GmbH;An der Brunnenstube 22,;55120;Mainz;06131 6 93 42 00;;info@tsmbau.de;http://www.tsmbau.de
FRIENDSARCHITECTS;Am Schloßpark 49,;65203;Wiesbaden-Biebrich;0611 6 09 36 63;;mail@friendsarchitects.com;http://www.friendsarchitects.com
AS Objektbau GmbH;Kreuzstr. 6,;55120;Mainz;06131 4 80 86 13;;info@asobjektbau.de;
Metzner Stephan;Gabelsbornstr. 16,;65187;Wiesbaden-Biebrich;0611 8 11 08 22;;metznerarchitekt@t-online.de;
a5 Planung GmbH;Mainzer Str. 15,;65185;Wiesbaden;0611 5 85 29 10;;info-wi@a-5.org;http://www.a-5.org
Porto Bauunternehmung GmbH;Mainzer Str. 75,;65189;Wiesbaden;0611 71 18 69 64;;info@porto-bau.de;http://porto-bau.de
Bilali Bau;Heileckergasse 48,;55291;Saulheim-Nieder-Saulheim;06732 48 84;;mail@bilali.eu;
Safainia & Safainia;Katharinenstr. 4,;61476;Kronberg;06173 12 66;;;
Fütterer Werner Dipl.-Ing.;Hildastr. 1,;65189;Wiesbaden-Nordost;0611 30 73 98;;fuetterer-aufzug@t-online.de;http://svv.ihk.de/svv/content/home/sachverstaendiger.ihk?oid=2467
Kuschicke Dieter;Ostergasse 22,;55291;Saulheim-Nieder-Saulheim;06732 6 34 78;;info@bauunternehmen-kuschicke.de;http://www.bauunternehmen-kuschicke.de
Pfister GmbH;Wiesenstr. 39,;68519;Viernheim;06204 7 87 28;;;
Karaman Klinker Bau;Wasserstr. 29,;68519;Viernheim;0173 3 90 93 96;;s-karaman@gmx.de;
M&C Hausbau GmbH;Erich-Ollenhauer-Str. 215A,;65199;Wiesbaden-Biebrich;0611 5 32 91 37;;mc.hausbau@vodafone.de;http://www.mc-hausbau-gmbh.de
Enders Ingeborg;Demminsweg 4,;65193;Wiesbaden;0611 59 85 75;;ingeborg.enders@arcor.de;
DC Spezialbau GmbH Hoch- Tief- & Straßenbau;Alte Schmelze 19,;65201;Wiesbaden-Schierstein;0611 44 57 50 12;;info@dc-spezialbau.de;http://dc-spezialbau.de
Mantello;Eulerstr. 3,;68519;Viernheim;0176 86 23 05 03;;;
RIZ Ingenieurbüro für Bauwesen;Adolfsallee 31,;65185;Wiesbaden-Mitte;0611 58 58 77 80;;info@ib-riz.de;https://www.ib-riz.de
Palka-Bau GmbH;Oppenheimer Str. 2,;55271;Stadecken-Elsheim;06136 26 93;;info@palka-bau.de;http://www.palka-bau.de
ERD Bau GmbH;Brückenstr. 2,;67551;Worms-Pfeddersheim;06247 90 46 91;;;
Schmitt und Walter GmbH;Raubacher Weg 2,;69483;Wald-Michelbach;06207 32 45;;schmitt-u.walter@t-online.de;
Berberich Bauträger;Kriemhildenstr. 1A,;67240;Bobenheim-Roxheim;0174 9 38 35 95;;info@berberich-bau.de;http://berberich-bau.de
Djaferi Naser;Obere Schulstr. 30,;55286;Wörrstadt;06732 9 64 59 77;;info@djaferi-galabau.de;http://www.djaferi-galabau.de
Baustein;Carl-Reuther-Str. 1,;68305;Mannheim-Waldhof;0172 3 58 29 48;;;
Wenzel GmbH;Wasserwerkstr. 35,;68309;Mannheim-Käfertal;0621 43 70 86 88;;;
Köhm Bruno;Riegelstr. 7,;55234;Albig;06731 4 65 58;;;
Lo Presti Wohnbau GmbH & Co. KG;Pariser Str. 97,;55286;Wörrstadt;06732 6 00 49 95;;info@lopresti-wohnbau.de;http://www.lopresti-wohnbau.de
BBV Vorspanntechnik GmbH;Industriestr. 98,;67240;Bobenheim-Roxheim;06239 9 98 10;;info@bbv-systems.com;http://www.bbv-systems.com
Baumgärtner GmbH;Hauptstr. 32,;67227;Frankenthal (Pfalz)-Mörsch;06233 6 20 00;;bau@baumgaertner-gmbh.de;
Pro Creativo GmbH;Bahnhofstr. 38a,;55232;Alzey;06731 99 72 50;;team@procreativo.de;http://rs-gruppe.com
Heeb-Schwarz;Mandelbergstr. 2,;55237;Lonsheim;06734 92 20 10;;info@heeb-schwarz.de;http://www.heeb-schwarz.de
Bentz GmbH Tiefbau;Alzeyer Str. 66,;55234;Ober-Flörsheim;06735 10 11;;tiefbau.bentz@t-online.de;http://www.bentz-tiefbau.de
David Maler;Vordergasse 6,;55288;Partenheim;06732 2 75 40 08;;Davidoga1818@gmail.com;https://www.blauarbeit.de/moebelaufbau/branchenbuch/partenheim/david-maler
Kfz-Prüfstelle GTÜ Niedernhausen;Lochmühle 1,;65527;Niedernhausen;06127 7 94 80;;info@gtue-niedernhausen.de;https://www.kfz-pruefstelle-niedernhausen.de
Schnell, Josef GmbH;Karlsruher Str. 1,;69493;Hirschberg an der Bergstraße-Leutershausen;06201 59 59-0;;;http://www.josefschnell.de
WM Bau Mühlfeld GmbH;Talstr. 142,;68259;Mannheim-Feudenheim;0621 7 17 62 86;;;http://www.wm-bau-gmbh.de
Streib Ludwig GmbH & Co.KG Bauunternehmung;Gotenstr. 20,;68259;Mannheim-Wallstadt;0621 7 14 83-0;;;http://www.Bau-Streib.de
Beicht Bau GmbH;Außerhalb 2,;55578;Gau-Weinheim;06732 9 63 91 99;;thomas@beichtbau.de;http://www.beichtbau.de
Arcom Graphics;Carolinenstr. 5,;55218;Ingelheim am Rhein;06132 71 94 30;;info@arcom-graphics.de;http://www.arcom-graphics.de
Proksch Plan Architekturbüro;Bahnhofstr. 98,;55218;Ingelheim am Rhein;06132 7 66 00;;architektur@proksch-plan.de;http://www.proksch-plan.de
Digel-Bau;S 5 6,;68161;Mannheim-Quadrate;0176 41 09 55 55;;krasniqi14@web.de;
P4 Architekten BDA;Zöllerring 123,;67227;Frankenthal (Pfalz);06233 4 59 28 50;;info@p4-architekten.de;http://www.p4-architekten.de
Heil Alexander;Hans-Darr-Str. 1,;65527;Niedernhausen;06128 95 01 00;;;
Kulla;An der Burgkirche 11,;55218;Ingelheim am Rhein;06132 7 19 69 11;;info@kulla-architekten.de;http://www.kulla-architekten.de
Zeiger Vermögens- und Beteiligungsgesellschaft b. R.;Obere Waldstr. 22,;65232;Taunusstein-Wehen;06128 9 66 20;;;
Linnebacher Bau GmbH;Am Obertor 2-6,;55237;Flonheim;06734 2 92;;info@linnebacher-bau-flonheim.de;http://www.Linnebacher-Bau-Flonheim.de
Marti Bauunternehmung Ludwigshafen GmbH;Langgartenstr. 52,;67063;Ludwigshafen am Rhein-Friesenheim/Nord;0621 63 11 92;;;http://www.marti-bau.de
