Name;Address;Zip;City;Phone;Fax;E-Mail;URL
NEXUS Maschinenbau GmbH;Voltastr. 8,;63457;Hanau;06181 57 45 32;;info@nexus-maschinenbau.de;http://www.nexus-maschinenbau.de
Eckel & Sohn Maschinenbau GmbH & Co. KG;Wormser Str. 104,;55239;Gau-Odernheim;06733 9 23 00;;info@eckel-sohn.de;http://www.eckel-sohn.de
Schwind Michael Maschinenbau;Benzstr. 1,;63843;Niedernberg;06028 40 78-0;;info@maschinenbau-schwind.de;https://www.maschinenbau-schwind.de
Ganster Maschinenbau GmbH;Zeller Str. 24,;64720;Michelstadt;;;;
Mechanissche Werkstatt GbR Maschinenbau;Weinbergstr. 12,;63477;Maintal-Hochstadt;06181 43 17 39;;;
Flowserve - HALBERG Maschinenbau GmbH;Halbergstr. 1,;67061;Ludwigshafen am Rhein-Süd;0621 5 61 20;;;
Frey Elektro-Maschinenbau GmbH;Industriestr. 44,;55120;Mainz-Mombach;0172 6 13 42 44;;;
Trageser Maschinenbau GmbH;Max-Planck-Str. 9,;63755;Alzenau;06023 3 07 81;;trageser-alzenau@gmx.de;
Schwarzkopf Maschinenbau GmbH;Dieselstr. 3,;63839;Kleinwallstadt;06022 2 34 60;;Schwarzkopf.maschinenbau@t-online.de;https://www.maschinenbau-schwarzkopf.de
Frey Elektro-Maschinenbau GmbH;Industriestr. 44,;55120;Mainz-Mombach;06131 96 96 20;;;
Gärtner Maschinenbau e.K.;Otto-Hahn-Str. 8,;68519;Viernheim;06204 96 99 50;;info@gaertner-maschinenbau.de;http://www.gaertner-maschinenbau.de
MH Mobil Hydraulik & Maschinenbau GmbH;Grundtalring 45C,;63868;Großwallstadt;06022 2 05 49 92;;;http://www.mh-hydraulik.de
Kurt Schneider Maschinenbau GmbH;Wörrstadter Str. 17-19,;55286;Sulzheim;06732 9 47 86 40;;info@kurt-schneider.com;http://www.kurt-schneider.com
Phillipp Lahres GmbH & Co. Industrielle Teilefertigung für den Maschinenbau;Friedensstr. 3,;69469;Weinheim-Lützelsachsen;06201 59 73-0;;;http://www.philipp-lahres.de
K & S Metall- und Maschinenbau GmbH;Enzingerstr. 130,;67551;Worms;06247 69 66;;info@ksmetall.de;http://www.ksmetall.de
Jumag Dampferzeuger GmbH Maschinenbau;Badener Str. 8A,;69493;Hirschberg an der Bergstraße-Leutershausen;06201 84 60 30;;;http://www.jumag.de
Eberle Maschinenbau GmbH;Rudolf-Diesel-Str. 8,;68169;Mannheim-Friesenheimer Insel;0621 71 88 06-0;;;http://www.eberle-maschinenbau.com
Schultes Maschinenbau GmbH;Am Beetacker 5,;63856;Bessenbach-Keilberg;06095 99 39 40;;info@schultes-maschinenbau.de;http://www.schultes-maschinenbau.de
Elementar Analysensysteme GmbH Maschinenbau;Elementar-Str. 1,;63505;Langenselbold;06184 9 39 30;;info@elementar.com;http://www.elementar.com
Pfaff K. H. GmbH Maschinenbau;Am Beetacker 8,;63856;Bessenbach-Keilberg;06095 99 40 50;;pfaff@kh-pfaff.de;http://www.kh-pfaff.de
Allcons Maschinenbau GmbH;Boveristr. 22-34,;68309;Mannheim-Käfertal;0621 15 02 17 60;;;http://www.allcons.de
KWB Maschinenbau GmbH;Albert-Einstein-Str. 3,;63594;Hasselroth;06055 9 06 50;;info@kwb-maschinenbau.de;http://www.kwb-maschinenbau.de
Bergmann Martin Maschinenbau;Kastanienweg 2,;63768;Hösbach-Rottenberg;06024 67 57-0;;mb-bergmann@mb-bergmann.de;http://www.mb-bergmann.de
Kunkel Rudolf Maschinenbau GmbH;Würzburger Str. 8,;63856;Bessenbach-Straßbessenbach;06095 10 94;;info@kunkel-maschinenbau.de;http://www.kunkel-maschinenbau.de
Maschinenbau Bsullak GmbH;Rohrbergstr. 9-11,;65343;Eltville am Rhein;06123 58 56;;info@bsullak.de;http://www.bsullak.de
Abend Maschinenbau e.K.;Turbinenstr. 2,;68309;Mannheim-Käfertal;0621 7 27 86-0;;;http://www.abend.eu
Vetterolf Maschinenbau GmbH;Mundenheimer Str. 39,;68199;Mannheim-Neckarau;0621 85 31 72;;;http://www.pvm.de
Unger Maschinenbau GmbH;Gerhart-Hauptmann-Str. 34,;69221;Dossenheim;06221 87 52-0;;;http://www.unger-maschinen.de
Maschinenbau Leis GmbH;Mainzer Str. 2,;65375;Oestrich-Winkel;06723 72 52;;info@leis-maschinenbau.de;http://www.leis-maschinenbau.de
Friedrich Mechanik GmbH Maschinenbau;Rheinaustr. 15,;68163;Mannheim-Lindenhof;0621 82 34 95;;;
Dilo Oskar Maschinenfabrik KG Maschinenbau;Im Hohenend 11,;69412;Eberbach;06271 9 40-0;;;http://www.dilo.de
Wenzel Maschinenbau GmbH & Co. KG;Waldstr. 8,;65232;Taunusstein;06128 85 89 76;;regina.gilles@wenzel-maschinenbau.de;http://www.wenzel-maschinenbau.de
Heiß GmbH;Carl-Benz-Str. 10E,;69493;Hirschberg an der Bergstraße-Großsachsen;06201 5 72 77;;info@heiss-gmbh.de;http://www.heiss-gmbh.de
Rolf Wohlfahrt GmbH & Co. KG;Valterweg 19,;65817;Eppstein-Bremthal;06198 84 58;;info@rolf-wohlfahrt.de;http://www.rolf-wohlfahrt.de
Wagner GmbH;Rudolf-Diesel-Str. 18,;68169;Mannheim-Friesenheimer Insel;0621 7 18 98 98-0;;wagner@wagmbh.de;http://www.wagmbh.de
ESM Energie- & Schwingungstechnik Mitch GmbH;Energiestr. 1,;64646;Heppenheim (Bergstraße);06252 6 89 30;;info@esm-gmbh.de;http://www.esm-gmbh.de
Hermann Träxler GmbH;Am Flurgraben 16-20,;65462;Ginsheim-Gustavsburg;06134 2 58 60;;info@h-traexler.de;http://www.h-traexler.de
Kraft Hans Patric;Am Arnsee 16,;65462;Ginsheim-Gustavsburg;0176 22 01 27 58;;freelancer@patric-kraft.de;http://www.facebook.com/profile.php?id=100090542967410
Malik Anton;Hochheimer Str. 55,;55246;Mainz-Kostheim;06134 35 48;;anton_malik@t-online.de;
iNDAT Robotics GmbH;Ginsheimer Str. 8-11,;65462;Ginsheim-Gustavsburg;06134 5 64 80;;sekretariat@indat.net;http://www.indat.net
Haubold Technik;Wehrstr. 44,;69509;Mörlenbach;06209 88 19;;;http://www.Haubold-Technik.de
Beckmann GmbH Versicherungsmakler;Bahnstr. 4,;65205;Wiesbaden-Erbenheim;0611 97 72 90;;info@beckmann-vm.de;http://www.beckmann-vm.de
TRR;Albertstr. 6,;69469;Weinheim-Sulzbach;06201 2 96 50 50;;;http://www.trr-engineering.de
A & S Haus- und Garten Dienstleistungen GmbH;Auf den Besenäckern 19-21,;69502;Hemsbach;06201 5 08 12 40;;;http://www.ashausundgarten.de
König Gerhard;Kiefernweg 5,;69502;Hemsbach;06201 4 70 90 93;;;
NetterVibration Hydrauliktechnik;Fritz-Ullmann-Str. 9,;55252;Mainz-Kastel;06134 2 90 10;;info@nettervibration.com;http://www.nettervibration.com
Baustoffversand24;Reichenbachstr. 21-23,;68309;Mannheim-Käfertal;0621 72 73 91 51;;info@baustoffversand24.de;http://www.baustoffversand24.de
DESCO Maschinen- und Anlagenbau GmbH;Mainzer Str. 10,;67547;Worms;06241 48 01 10;;service@desco-maschinen.de;http://www.desco-maschinen.de
Kunz Metallbau GmbH Stahlbau;Adolf-Todt-Str. 28,;65203;Wiesbaden-Biebrich;0611 60 90 78;;kunz@kunz-metallbau-gmbh.de;http://www.kunz-metallbau-gmbh.de
SAM Sondermaschinen Apparatebau Manufacturing Mainz GmbH;Liebigstr. 5,;55120;Mainz-Mombach;06131 68 11 11;;info@sam-mainz.de;http://www.sam-mainz.de
Frank, Hoffmann & Co. GmbH;Auf dem Brühl 1,;55239;Gau-Odernheim;06733 9 20 50;;info@frank-hoffmann-gmbh.de;http://www.frank-hoffmann-gmbh.de
Metallbau Schmidt GmbH;An der Ankermühle 1A,;65399;Kiedrich;06123 90 02 58;;schmidt-metallbau@t-online.de;http://www.facebook.com/Metallbauschmidtgmbh/?locale=de_DE
Hugo Petersen GmbH;Rheingaustr. 190-196,;65203;Wiesbaden-Biebrich;0611 9 62 78 20;;contact@hugo-petersen.de;http://www.hugo-petersen.de
Helmut Schmitt Handel & Handel & Dienstleistungen Gorxheimertal;Wiesenstr. 1,;69517;Gorxheimertal;06201 87 78 51;;;http://www.hadiego.de
Algi Alfred Giehl GmbH & Co KG Maschinen- und Hydraulikbau;Eltviller Str. 5,;65399;Kiedrich;06123 60 80;;service@algi-plus.de;http://www.algi-lift.de
REINER PLAST GmbH;Am Wetzelsberg 56,;69517;Gorxheimertal-Unter-Flockenbach;0152 27 66 62 22;;;http://www.reinerplast.eu
Alpha Konstruktion GmbH;Schiersteiner Str. 62,;65187;Wiesbaden-Biebrich;0611 89 06 80;;info@alpha-konstruktion.de;http://www.alpha-konstruktion.de
DÖKA Europe GmbH;Brucknerstr. 10,;69469;Weinheim-Hohensachsen;06201 7 04 92 75;;;
Döhring Roman C., Burkhardt Uta Tischlermeister;Bahnhofstr. 11,;65396;Walluf;06123 7 57 78;;doehring@rcd-walluf.de;http://www.rcd-walluf.de
Maruan Ibrahim MAS Mannheimer Arbeitsbühnen Service;Am Brunnengarten 25,;68169;Mannheim-Neckarstadt;0621 3 36 43 39;;;http://mas-24.de
Belling GmbH;Galvanistr. 12,;68309;Mannheim-Käfertal;0621 73 34 40;;;http://www.belling.de
Waleska;Auxonner Str. 5a,;55262;Ingelheim am Rhein;06132 97 59 60;;;
Ebert Carsten Metalldesign;In der Rehbach 2,;65396;Walluf;06123 70 33 04;;info@ebert-metalldesign.de;http://www.ebert-metalldesign.de
Stumpf Wolfgang;Talstr. 148,;68259;Mannheim-Feudenheim;0621 7 90 00 33;;;
Plan B Energy UG (haftungsbeschränkt);Kamenzer Str. 12,;68309;Mannheim-Vogelstang;0621 53 39 98 20;;;http://www.planb-gm.de
FillMatic Polsterindustriemaschinen GmbH;Rudolf-Diesel-Str. 22,;68169;Mannheim-Friesenheimer Insel;0621 3 21 40 78;;;http://www.fillmatic.com
Rhena GmbH;Dr.-Hans-Wolf-Platz 1,;67069;Ludwigshafen am Rhein-Pfingstweide;0621 68 50 91-00;;;
Bartmann;Fichtenweg 5,;64760;Oberzent-Gammelsbach;06068 36 02;;info@ibb-net.de;http://www.ibb-net.de
Ahmet Kahraman ADK Wasseraufbereitung;T 324,;68161;Mannheim;0621 43 75 60 73;;;http://www.adkwasseraufbereitung.de
HUGABA UG (haftungsbeschränkt);Rudolf-Diesel-Str. 8,;68535;Edingen-Neckarhausen;06203 4 20 22 70;;;http://www.heidelberger-depot.com
H&D Edelmann GbR Postbearbeitungs- u. Verpackungsmaschinen;Industriestr. 1a,;69198;Schriesheim;06203 8 40 61 35;;;https://postbearbeitungsmaschinen.de
Energynat Deutschland GmbH;Maxstr. 48,;67059;Ludwigshafen am Rhein-Mitte;0176 64 06 00 30;;;http://www.energynat.de
Klotz Friedrich;Offsteiner Str. 19,;67259;Heuchelheim bei Frankenthal;06238 35 56;;;
John Deere Walldorf GmbH & Co. KG;John-Deere-Str. 70,;68163;Mannheim-Lindenhof;0621 8 29 02;;;http://www.deere.de
Hertel Service GmbH;Carl-Bosch-Str. 38B108,;67063;Ludwigshafen am Rhein-Friesenheim/Nord;0621 57 23 95-0;;;http://www.firmenzentral.de/hertel_services_gmbh-b3kcu10385-firma.html
Progress Rail Inspection & Information Systems GmbH;Carl-Benz-Str. 1,;68167;Mannheim-Neckarstadt;0621 1 22 97-0;;;https://www.progressrail.com/
Stahl- u. Apparatebau Hans Leffer GmbH & Co. KG;Industriestr. 38,;67063;Ludwigshafen am Rhein-Friesenheim/Nord;0621 6 71 99-0;;;
Schell Peter GmbH Apparatebau;Industriestr. 51,;67063;Ludwigshafen am Rhein-Friesenheim/Nord;0621 63 55 00;;;http://www.schellapparate.de
Bellaform GmbH;Marie-Curie-Str. 14,;55435;Gau-Algesheim;06725 91 92 50;;info@bellaform.com;http://www.bellaform.com
HELI Gabelstapler GmbH & Co. KG;Wattstr. 43,;68199;Mannheim-Neckarau;0621 5 86 75 80;;info@gabelstapler-heli.de;http://gabelstapler-heli.de
Burim Murati Elektrotechniker;Richard-Wagner-Str. 36,;69221;Dossenheim;06221 5 99 84 30;;;
Broßmann Michael;Waldbachstr. 53,;65347;Eltville am Rhein;06723 9 11 10;;;
Rust Stahlhandel;Marie-Curie-Str. 6,;55435;Gau-Algesheim;06725 30 74 84;;rust@rust-gruppe.de;http://www.rust-gruppe.de
WISAG Technical Military Support Services GmbH & Co. KG;Ohmweg 11-15,;68199;Mannheim-Neckarau;0621 8 10 17 11;;;http://www.facility.wisag.de
Maurer u. Menges;Obere Mühlgasse 9,;67308;Albisheim (Pfrimm);06355 30 28;;maurer-menges@gmx.de;
Scherf Karl Inh. Walter Schwalme;Nelkenstr. 6,;68535;Edingen-Neckarhausen-Neu-Edingen;0621 47 12 84;;;http://www.goodway.de
Ebert Ludwig Fachbetrieb für Betätigungszüge;Mühlenweg 11a,;61273;Wehrheim;06081 51 52;;fa.ebert@t-online.de;http://www.ludwig-ebert.de
Präzision Maschinen und Stahlbau GmbH;Badenheimer Str. 21,;55576;Sprendlingen;06701 20 40 00;;info@tuj-praezision.de;http://www.tuj-praezision.de
Hildebrand M.;Katharinenstr. 31,;68199;Mannheim-Neckarau;0621 85 41 02;;;
ND-Engineering GmbH;Küferweg 3,;67245;Lambsheim;06233 8 79 44 66;;kontakt@nd-e.de;http://www.nd-e.de
Heitz GmbH & Co. KG;Benzstr. 17,;67269;Grünstadt;06359 8 90 80;;info@heitz-global.com;https://heitz-global.com
Buscher Edmund;Königsberger Str. 18,;67245;Lambsheim;06233 35 20 42;;info@ima-buscher.eu;http://www.ima-buscher.de
Beta Dyn GmbH & Co. KG;Innstr. 2,;68199;Mannheim;0621 9 76 60 40;;;http://www.beta-dyn.de
Reimer Hans;In der Mörschgewanne 9,;67065;Ludwigshafen am Rhein;0621 5 29 41 93;;;
Hwacheon Machinery Europe GmbH;Josef-Baumann-Str. 25,;44805;Bochum-Gerthe;0234 9 12 81 60;;info@hwacheon-europe.com;https://www.hwacheon-europe.com
FERCHAU GmbH;Hörder Burgplatz 1,;44263;Dortmund;0231 5 62 22 00;;dortmund@ferchau.com;https://www.ferchau.com/de/de/ueber-uns/niederlassungen/dortmund
plantIng GmbH - Projects Execution Center;Johannastraße 2-8,;45899;Gelsenkirchen;0209 1 57 60 40;;gelsenkirchen@plant-ing.de;https://www.plant-ing.de/de/de/standorte/gelsenkirchen
Oberländer Recycling Maschinen GmbH;Kurzer Morgen 2,;58239;Schwerte-Geisecke;02304 9 11 18 10;;info@oberlaender-recycling.com;http://www.Oberlander-Recycling.com
Ernst Radetzky Metallbau, Maschinen- und Apparatebau seit 1956;Uhlandstr. 9,;45468;Mülheim an der Ruhr-Eppinghofen;0208 47 06 96;;ernst@radetzky.one;https://www.radetzky.online
FERCHAU GmbH;Friedrich-Engels-Allee 20,;42103;Wuppertal;0202 47 83 90;;wuppertal@ferchau.com;https://www.ferchau.com/de/de/ueber-uns/niederlassungen/wuppertal
MKB Emil Geitz GmbH Maschinenbau;Erzstr. 12,;58135;Hagen-Haspe;0171 4 77 61 01;;info@mkb-geitz.de;http://www.mkb-geitz.de
Machholz Maschinenbau GmbH;An der Kemnade 8,;58456;Witten-Herbede;02324 96 02-0;;;
Kelvion Machine Cooling Systems GmbH Maschinenbau;Südstr. 48,;44625;Herne-Holsterhausen;02325 46 88 01;;gmt.info@gea.com;http://www.gea-gmt.com
IUM Ingenieurbüro für Umwelt- technik u. Maschinenbau GmbH;Auf dem Böcken 14,;58285;Gevelsberg-Silschede;02332 5 59-0;;info@ium-umwelttechnik.de;http://www.ium-umwelttechnik.de
Kelvion Machine Cooling Systems GmbH Maschinenbau;Südstr. 48,;44625;Herne-Holsterhausen;;;gmt.info@gea.com;
MHI Maschinenbau GmbH;Karlstr. 2F,;45739;Oer-Erkenschwick-Rapen;02368 5 94 88;;;
G.A.N Maschinenbau UG;Industriestr. 3E,;45711;Datteln;0173 5 25 81 40;;;
Berkenhoff GmbH Anlagen- u. Maschinenbau;Höttingstr. 97,;45711;Datteln;02363 43 97;;info@berkenhoff-gmbh.de;http://www.berkenhoff-gmbh.de
GSS Gesellschaft f. Saugbagger u. Service mbH Maschinenbau;Christine-Englerth-Str. 4,;45665;Recklinghausen-Suderwich;02361 5 82 13 83;;;
TuTes GmbH Hotmelt- und Expansionstechnologie Maschinenbau;Barendorfer Bruch 30,;58640;Iserlohn-Iserlohnerheide;01522 9 28 55 31;;info@tutes.de;https://www.tutes.de
OHE Maschinenbau GmbH;Henrichsallee 8,;45527;Hattingen-Welper;02324 56 44-0;;info@ohe.de;http://www.ohe.de
Pentagal-Chemie und Maschinenbau GmbH;Carolinenglückstr. 35,;44793;Bochum-Hamme;0234 52 32 37;;info@pentagal.de;http://www.pentagal.de
MECtech GmbH Maschinenbau;Kreuzeskirchstr. 8,;45127;Essen-Stadtkern;0201 61 24 92 10;;info@mectech.de;http://www.mectech.de
Schajo Maschinenbau GmbH Maschinenbau;Mausegatt 46,;44866;Bochum-Günnigfeld;02327 56 78 70;;info@schajo.com;http://www.schajo.com
Heinzemann Maschinenbau Transporttechnik;Hagener Str. 366,;58285;Gevelsberg;02332 64 64;;info@heinzemann.de;http://www.heinzemann.de
Michele Stahl- und Maschinenbau GmbH;Am Stadion 32,;45659;Recklinghausen;02361 5 92 71;;info@anlagenbau-michele.de;http://www.anlagenbau-michele.de
IB.ING. Maschinenbau und Hydraulik International GmbH;Carl-Still-Str. 11,;45659;Recklinghausen-Hillerheide;02361 30 07-0;;info@ibinggmbh.de;http://www.rexkranpower.de
Burges Elektro-Maschinenbau GmbH, H.;Raiffeisenstr. 18,;58638;Iserlohn-Zentrum;02371 93 48 31;;info@burges-iserlohn.de;http://www.burges-iserlohn.de
Göke Maschinenbau GmbH;Industriestr. 36,;59379;Selm;02592 24 01 08;;;
Spies Klaus U. Ingenieurbüro für Maschinenbau;Görresstr. 43,;58636;Iserlohn-Zentrum;02371 2 62 44;;;
Kätker GmbH Metallgießerei und Maschinenbau;Halfmannswiese 76,;44879;Bochum-Dahlhausen;0234 49 04 60;;;
Flühs Otto Elektro Maschinenbau;Jahnstr. 46,;58285;Gevelsberg;02332 78 95-0;;info@fluehs-elektromaschinen.de;http://www.fluehs-elektromaschinen.de/site
AIDA Pressen GmbH Maschinenbau;Rudolf-Diesel-Str. 10,;59199;Bönen;02383 93 68-0;;;
Patz Maschinenbau GmbH;Ruhrallee 7,;45525;Hattingen;02324 6 86 38-0;;info@patz-maschinenbau.de;http://www.patz-maschinenbau.de
Karrasch Matthias Ingenieurbüro für Maschinenbau;Teichstr. 25,;58644;Iserlohn-Zentrum;02371 66 05 15;;;
Mema Maschinenbau GmbH;Sudetenstr. 5,;58708;Menden (Sauerland)-Platte Heide;02373 95 85-0;;info@mema-maschinenbau.com;http://www.mema-maschinenbau.com
Maschinenbau Schmieding GbR;Industriestr. 5,;59199;Bönen;02383 39 75;;info@maschinenbau-schmieding.de;http://www.maschinenbau-schmieding.de
Greif Robot Schleifsystem GmbH;Jahnstr. 24/26,;58285;Gevelsberg;0172 8 95 28 27;;info@greif-an.de;http://www.greif-an.de
Zipp Industries GmbH & Co. KG Maschinenbau;Erwin-Topp-Str. 3,;44866;Bochum;02327 99 15-0;;info@zippindustries.de;https://zippindustries.de
HFH-Maschinenbau u. Fördertechnik-Heinzemann GmbH;Lohmannstr. 6,;58256;Ennepetal-Altenvoerde;02333 8 34 91-0;;;
Rudolph & Koschinski GmbH Maschinenbau;Kleinbeckstr. 5,;45549;Sprockhövel-Obersprockhövel;02324 70 10 12;;info@rkgmbh.de;http://www.rkgmbh.de
TZB Maschinenbau GmbH;Am Leveloh 28,;45549;Sprockhövel-Obersprockhövel;02324 7 36 52;;tzb-maschinenbau@t-online.de;https://www.tzb-maschinenbau.de
IVA Johann GmbH Baumaschinentechnik, Maschinenbau;In den Weiden 29,;58285;Gevelsberg;02332 92 14-50;;service@iva-johann.de;http://www.iva-johann.de
CAD für Bauwesen und Maschinenbau Elmar Nolden;Heckenstr. 10,;59427;Unna-Hemmerde;02308 3 89 00 68;;info@cad-nolden.de;http://www.cad-nolden.de
Konstruktionsbüro-Hemer Maschinenbau;Karl-Bröger-Weg 4,;58675;Hemer-Stübecken;02372 50 04 84;;;
ERBÖ-Maschinenbau Erley & Bönninger GmbH & Co. KG;Poststr. 26-30,;45549;Sprockhövel-Haßlinghausen;02339 91 59-5;;;http://www.erboe-maschinenbau.de
Sänger Axel Freier Erfinder für Maschinenbau und Jurist;In der Aue 5A,;44879;Bochum-Dahlhausen;0175 7 97 14 47;;axel.saenger@web.de;http://www.axel-saenger-freier-erfinder-und-privatmandatar-in-bochum.de.rs
HADI - Offermann Maschinenbau GmbH;Schulstr. 31,;58285;Gevelsberg;02332 91 57-50;;hadi-germany@hadi.com;http://www.hadi.com
Klose Maschinenbau GmbH Maschinenbau;Ernst-Stenner-Str. 12,;58675;Hemer-Westig;02372 1 33 91;;;http://www.klose-maschinenbau.de
Peka Günter Maschinenbau;Altenaer Str. 51,;58675;Hemer-Westig;02372 7 36 91;;;
Tempo-Pack Anlagen und Maschinenbau GmbH;Osemundstr. 1,;58091;Hagen-Dahl;02337 10 92;;info@tempo-pack.de;https://www.tempo-pack.de
BMM Maschinenbau;Quellenburgstr. 60,;45549;Sprockhövel-Obersprockhövel;0172 1 02 66 49;;info@bmm-maschinenbau-gmbh.de;http://www.bmm-maschinenbau-gmbh.de
BBK Bergbaukontor GmbH Maschinenbau;Adlerstr. 28,;45307;Essen-Leithe;0201 5 45 27-0;;info@bergbaukontor.de;http://www.bergbaukontor.de
Menges Maschinenbau GmbH Wolfgang;Centrumstr. 18,;45307;Essen-Leithe;0201 55 44 23;;;
Janz & Karla Maschinenbau GmbH;Wallstr. 112,;45770;Marl-Sinsen-Lenkerbeck;02365 20 09 20;;info@janz-karla.de;http://www.janz-karla.de
Ortmann Spezialmaschinenbau GmbH & Co. KG Maschinenbau;Küferstr. 12,;59067;Hamm-Herringen;;;;
Ortmann Spezialmaschinenbau GmbH & Co. KG Maschinenbau;Küferstr. 12,;59067;Hamm-Herringen;02381 4 47 61;;info@ortmann-maschinenbau.de;http://www.ortmann-maschinenbau.de
Schubert Reinhard Maschinenbau;Memelstr. 3,;58256;Ennepetal-Oelkinghausen;02333 97 89-0;;info@r-schubert.de;http://www.schubert-group.info
Malek Brautech GmbH Maschinenbau;Frillendorfer Str. 150B,;45139;Essen-Frillendorf;0201 6 49 25 20;;info@malek-brautech.de;http://www.malek-brautech.de
Malek Brautech GmbH Maschinenbau;Frillendorfer Str. 150B,;45139;Essen-Frillendorf;;;;
Springorum F. & M. Maschinenbau;Kaiserstr. 32,;58332;Schwelm;02336 36 51;;;
Doppelfeld GmbH Maschinenbau;Bärenkampstr. 18,;45894;Gelsenkirchen-Buer;0209 39 83 52;;info@maschinenbau-doppelfeld.de;http://maschinenbau-doppelfeld.de
Baum Zerspanungstechnik e.K. Maschinenbau;Benzstr. 51,;45772;Marl-Sinsen-Lenkerbeck;02365 98 83 10;;info@baum-zerspanungstechnik.de;http://www.baum-zerspanungstechnik.de
DS-Maschinenbau GmbH Maschinenbau;Am Handwerkerpark 3,;45309;Essen-Schonnebeck;;;;
Melzer Maschinenbau GmbH;Ruhrstr. 51-55,;58332;Schwelm;02336 92 92-0;;info@melzergmbh.com;http://www.melzergmbh.com
Kaiser Metallgiesserei Maschinenbau Nachfolger GmbH, Wilhelm;Hafenstr. 56-58,;59067;Hamm-Mitte;02381 9 42 07-0;;info@kaiser-metall.de;http://www.kaiser-metall.de
Thielker + Wiemann Maschinenbau GmbH;Goorweg 15,;59075;Hamm-Bockum-Hövel;02381 4 93 28-0;;mail@thielker-wiemann.de;http://www.thielker-wiemann.de
Brückner Maschinenbau;Bramsfeld 20,;45968;Gladbeck-Butendorf;02043 20 82 58;;;
Metron Meßtechnik und Maschinenbau GmbH Messtechnik;Hundebrinkstr. 26,;45326;Essen-Altenessen-Süd;;;;
Metron Meßtechnik und Maschinenbau GmbH Messtechnik;Hundebrinkstr. 26,;45326;Essen-Altenessen-Süd;0201 8 32 35-0;;info@metron-essen.de;http://www.metron-essen.de
Maschinenbau Schadowski GmbH;Nordsternstr. 69,;45329;Essen;0201 89 90 69-0;;info@maschinenbau-schadowski.de;http://www.maschinenbau-schadowski.de
DWS GmbH Maschinenbau;Sauerlandring 8,;58513;Lüdenscheid-Freisenberg;02351 95 48 88 18;;service@dws-gmbh.com;http://www.dws-gmbh.com
Schmale Maschinenbau GmbH;Altenaer Str. 95,;58762;Altena-Dahle;02352 5 48 64-0;;info@schmale-gmbh.de;http://www.schmale-gmbh.de
Schadowski GmbH Maschinenbau;Nordsternstr. 69,;45329;Essen-Altenessen-Nord;0201 8 22 78 87-0;;info@maschinenbau-schadowski.de;http://www.maschinenbau-schadowski.de
W. Nottebom Sondermaschinen Maschinenbau;Windmühlenberg 13,;59399;Olfen;02595 97 25 25;;;
MIWork Maschinenbau GmbH;Hagener Str. 390A,;58285;Gevelsberg;0152 29 29 06 66;;;http://www.miwork-gmbh.com
Maschinenbau Jaszkowiak GmbH Maschinenbau;Luxemburger Str. 16,;45968;Gladbeck-Brauck;02043 9 37 43 10;;info@jaszkowiak.de;http://www.jaszkowiak.de
FUCO-HEG Maschinenbau GmbH;Weusterstr. 15,;46240;Bottrop-Boy;02041 74 67-0;;info@fuco-heg.de;http://www.fuco-heg.de
Meißner Andreas Maschinenbau;Hellweg 266,;45721;Haltern am See-Sythen;02364 96 88 69;;;
AHM Maschinenbau GmbH;Blintroper Weg 3,;58802;Balve-Garbeck;02375 17 88;;;http://www.ahm-maschinenbau.de
Krahl Verladesysteme GmbH Maschinenbau;Laubenhof 12,;45326;Essen-Altenessen-Süd;0201 43 98 65 50;;;
Harald Dreckmann Maschinenbau Präzisionsfertigung;Schlosserstr. 25,;59399;Olfen;02595 38 74 90;;;http://www.harald-dreckmann.de
Brüning-Pionier GmbH Maschinenbau;Daniel-Eckhardt-Str. 36,;45356;Essen-Vogelheim;0201 83 63 20;;info@bruening-pionier.de;http://www.bruening-pionier.de
Kassalik Gebr. GmbH Maschinenbau;Brakerstr. 26,;46238;Bottrop-Batenbrock;02041 18 35-0;;info@kassalik.de;http://www.kassalik.de
J+K Maschinenbau GbR;Kattenbeck 23,;59394;Nordkirchen-Südkirchen;02596 52 86 32;;;http://www.j-k-maschinenbau.de
DIKO Maschinenbau GmbH & Co. KG Sondermaschinenbau;Nottebohmstr. 10,;58511;Lüdenscheid;02351 37 90 10;;info@diko-group.de;https://www.diko-group.de
S & O Maschinenbau GmbH;Eduardstr. 1B,;58791;Werdohl-Ütterlingsen;02392 72 07 08;;info@somaschinenbau.de;http://www.somaschinenbau.de
Jungblut Maschinenbau GmbH;Lünsingskuhle 6,;46282;Dorsten-Feldmark;02362 81 99-0;;info@jungblut-maschinenbau.de;http://www.jungblut-maschinenbau.de
Bültmann Maschinenbau;Küntroper Str. 196,;58809;Neuenrade-Küntrop;02394 2 45 98 93;;;
Mahlscheid GmbH & Co. KG Maschinenbau;Flurstr. 98-100,;45355;Essen-Borbeck-Mitte;0201 8 67 06-0;;info@mahlscheid.de;http://www.mahlscheid.de
Citlak Automation GmbH Maschinenbau;Werdohler Str. 66,;58511;Lüdenscheid;0179 7 97 07 87;;info@citlak.com;http://www.citlak.com
Bahr Wolfgang Ingenieurbüro für Maschinenbau;Rotenhohl 19,;58791;Werdohl-Bärenstein;02392 97 21 27;;;
Elfa-Maschinenbau GmbH;Wiehagen 25,;45472;Mülheim an der Ruhr-Heißen;0208 4 19 88-0;;info@elfa-maschinenbau-mh.de;http://www.elfa-maschinenbau-mh.de
